Country,BCA,GGR,GGSB,GGX,GGXWDG,GGXWDN,LE,LP,LUR,NGAP_NPGDP,NGDP_R,NGDPRPC,NGSD_NGDP,NID_NGDP,PCPIE,TX_RPCH
Ethiopia,-0.783,85.611,,93.889,196.698,169.021,,84.238,,,475.648,5646.454,33.059,32.108,457.767,0.61
Fiji,-0.184,1.806,,1.897,3.562,3.266,,0.868,9,,5.739,6612.123,,17.095,116.441,
Finland,-4.873,105.034,-1.857,107.033,95.49,-96.027,2.474,5.375,7.775,-0.139,191.91,35702.353,21.695,23.474,94.53,1.986
France,-28.336,1046.576,-95.547,1151.537,1749.4,1572.9,24.57,63.07,9.208,-0.799,2040.034,32345.376,22.222,23.211,97.41,6.879
FYR Macedonia,-0.267,136.387,,147.87,128.767,121.079,,2.06,31.375,,383.837,186347.276,24.405,,104.121,16.137
Gabon,2.77,2486.186,,2275.218,1532.09,,,1.671,,,4438.038,2655316.032,44.237,29.022,115.709,-6.957
Georgia,-1.841,6.87,-0.257,7.081,8.886,,,3.89,15.062,,11.865,3050.171,13.567,26.318,254.44,12.422
Germany,228.999,1177.73,-33.339,1201.007,2118.535,1487.739,38.648,80.328,5.858,1.02,2664.49,33170.169,27.166,21.077,96.4,8.283
Ghana,-3.545,11.441,,15.826,25.487,23.185,,24.304,,,27.486,1130.904,18.958,26.603,95.042,38.892
Greece,-28.825,91.077,-18.102,112.282,355.172,,4.054,11.123,17.85,-3.485,205.389,18464.601,5.098,15.105,120.684,0.028
Grenada,-0.183,0.496,-0.089,0.605,2.117,,,0.105,,,1.892,18006.781,-3.654,19.911,107.76,0.935
Guatemala,-1.599,43.154,,53.511,87.803,,,14.736,,,207.776,14099.485,11.874,15.229,106.2,2.124
Guinea,-1.109,6824.18,,7246.9,26239.229,,,11.162,,,8333.876,746660.724,-11.742,13.388,925.125,7.84
Guinea-Bissau,-0.047,87.023,,91.205,258.061,,,1.624,,,397.876,244962.849,5.806,5.331,102.397,14.071
Guyana,-0.336,143.325,-30.431,159.645,342.537,332.889,,0.756,,,326.194,431473.545,6.666,19.693,107.88,6.131
Haiti,-0.326,66.567,,74.178,35.758,,,10.145,,,14.003,1380.286,23.514,27.856,171.027,21.468
Honduras,-1.409,77.431,,86.747,107.658,,,7.777,4.4,,165.958,21340.538,19.574,26,239.3,10.128
Hong Kong SAR,13.812,437.723,7.643,364.037,11.25,,3.579,7.112,3.398,,2039.291,286723.328,29.701,24.143,108.8,3.896
Hungary,1.049,12458.139,-1216.232,13996.199,22720.746,20941.99,,9.986,11.116,,22615.851,2264755.758,21.276,20.527,105.344,6.563
Iceland,-0.773,682.304,-72.719,777.342,1617.63,1049.2,0.167,0.318,7.05,,1144.783,3594836.898,10.31,15.582,216.26,3.405
India,-78.155,16853.63,-7331.314,24026.554,60142.828,,,1217.438,,,87360.4,71757.606,35.29,39.577,95.667,10.539
Indonesia,1.685,1332189.419,-54818.755,1387241.117,1809600,,,241.991,6.56,,7287635.3,30115352.78,33.173,32.984,98.03,7.454
Iraq,22.312,104563.988,,94252.996,88632.968,,,31.76,,,142700.217,4493077.051,34.112,,135.6,
Ireland,1.913,57.319,-11.152,78.907,190.123,134.953,1.849,4.575,14.625,-3.986,176.643,38611.401,18.441,17.65,97.767,2.128
Islamic Republic of Iran,59.364,1203714.331,,1165082.193,558765.275,-169727.125,,75.424,12.3,,2171578.027,28791496.36,45.557,35.04,110.4,-1.976
Israel,6.085,347.713,-33.668,378.212,644.2,599.436,3.253,7.763,7.05,,920.201,118535.886,22.528,20.204,96.889,8.942
Italy,-70.142,747.781,-64.055,804.735,1907.625,1643.892,22.598,59.365,8.383,-0.458,1613.767,27183.954,17.384,20.462,116.3,5.186
Jamaica,-1.74,322.457,,403.192,1769.007,,,2.755,12.996,,734.642,266689.651,8.501,21.268,328.064,-9.93
Japan,129.834,145107.4,-41307.15,191390.2,1092314.7,599743.3,62.891,127.831,4.583,-3.329,510325.9,3992197.24,22.39,20.193,99.637,-0.366
Jordan,-2.96,5.414,-1.362,6.802,14.483,13.403,,6.249,12.9,,10.244,1639.264,12.953,23.217,106.136,-3.219
Kazakhstan,10.199,7638.32,1529.729,5997.106,2869.779,-3588.466,,16.674,5.4,,15494.772,929277.428,27.927,22.503,252.1,22.396
Kenya,-3.83,724.881,,878.277,1603.986,1455.445,,39.5,,,3294.026,83393.07,12.543,21.673,240.536,9.278
Kiribati,-0.024,0.104,,0.142,0.014,,,0.105,,,0.143,1363.872,,,122.978,15.608
Korea,18.656,287403.636,19969.546,264870.529,419939,392418.632,24.244,49.779,3.408,0.9,1311892.7,26354107.24,34.51,32.959,105.2,15.134
Kosovo,-0.917,1.305,,1.389,0.668,,,,,,5.175,,,,96.394,7.532
Kuwait,65.72,30.658,,16.604,3.634,,,3.682,2.072,,36.587,9937.048,57.1,13.503,157.442,14.262
Kyrgyz Republic,-0.595,93.797,,106.866,141.223,,,5.552,7.923,,33.339,6005.009,14.425,24.028,238.207,8.385
Lao P.D.R.,-1.48,13891.225,,14972.583,35294.278,,,6.521,,,34033.736,5218846.386,,,135.033,22.424
Latvia,-0.803,7.236,-0.325,7.864,7.611,6.098,0.862,2.075,16.203,,19.035,9175.067,22.324,25.148,97.47,12.046
Lebanon,-6.06,13768.875,-7428.482,17347.142,80887,77496.765,,4.383,,,57815.7,13191528.68,11.821,,103.119,4.92
Lesotho,-0.372,9.616,,11.566,7,0.419,,1.913,,,11.136,5821.82,19.994,35.037,110.005,18.608
Liberia,-0.423,0.4,,0.447,0.457,0.4,,3.876,,,0.757,195.285,,,288.479,9.795
Libya,3.173,16.614,,23.366,4.617,-72.408,,5.923,,,18.053,3047.823,,12.43,165.252,-69.154
Lithuania,-1.682,10.183,-1.378,12.981,11.654,10.478,1.254,3.028,15.39,,29.722,9815.318,18.052,21.914,135.04,14.879
Luxembourg,3.633,18.484,0.051,18.282,8.073,,0.37,0.512,5.7,0.832,40.54,79117.486,26.681,20.498,96.22,5.441
Macao SAR,15.836,122.972,,45.593,0,,0.328,0.557,2.6,,339.063,608403.015,,13.824,111.812,
Madagascar,-0.68,2338.885,,2816.857,6530.326,,,21.679,,,6873.124,317042.599,10.761,17.638,297.604,12.133
Malawi,-0.688,252.382,,299.805,911.579,,,16.166,,,1098.174,67930.287,3.82,12.433,84.587,-9.597
Malaysia,32.46,217.488,-27.748,250.477,479.896,,,29.062,3.05,,864.92,29761.163,34.082,23.188,104.2,6.257
Maldives,-0.393,9.37,,12.129,21.582,20.612,,0.325,,,22.792,70037.467,3.062,20,202.645,32.766
Mali,-0.656,1049.943,,1259.186,1536.155,1118.201,,14.417,,,3843,266565.196,14.301,19.355,140.118,4.527
Malta,-0.235,2.642,-0.19,2.82,4.809,,0.169,0.415,6.392,-1.162,6.724,16202.839,16.756,19.217,93.47,2.283
Marshall Islands,-0.01,0.1,,0.096,0.06,,,0.053,,,0.154,2889.303,,,145.755,22.222
Mauritania,-0.309,324.064,,323.972,1141.031,1136.113,,3.369,,,710.047,210731.465,38.116,43.429,144.389,1.695
Mauritius,-1.525,69.223,-1.069,79.57,168.866,168.866,,1.252,7.9,,265.762,212201.494,13.073,25.976,183.182,4.97
Mexico,-13.397,3445.499,-573.218,3939.345,6285.524,5450.59,,120.365,5.173,,12774.243,106128.974,21.116,22.26,103.551,8.216
Micronesia,-0.055,0.201,,0.203,0.09,,,0.104,,,0.249,2403.198,,,124,
Moldova,-0.773,30.138,,32.101,19.886,,,3.56,6.7,,10.076,2829.938,11.582,22.602,16647.551,18
Mongolia,-2.759,4468.27,,4997.04,,,,2.786,7.7,,11443.578,4107087.684,30.445,58.151,109.395,23.158
Montenegro,-0.798,1.258,,1.478,1.487,,,0.62,,,2.537,4090.556,1.766,19.329,246.685,6.635
Morocco,-7.986,223.253,-55.685,277.171,430.923,427.562,,32.187,8.912,,781.212,24271.036,27.899,35.777,109.6,7.082
Mozambique,-3.329,104.383,,122.808,144.8,,,25.017,,,343.153,13716.818,0.318,25.667,182.427,20.197
Myanmar,-1.105,5353.28,,6777.44,21320.486,,,50.11,4,,42000.876,838176.993,25.735,14.907,161.81,9.632
Namibia,-0.379,28.282,,34.574,21.922,17.393,,2.113,,,42.3,20019.149,19.324,22.376,94,-4.034
Nepal,-0.181,241.573,,254.96,432.768,,,27.156,,,639.694,23555.949,29.053,30.005,73.185,
Netherlands,81.317,274.418,-18.449,301.992,396.421,172.145,8.279,16.693,4.984,-3.188,642.018,38460.313,29.367,20.52,94.54,4.425
New Zealand,-4.651,71.644,-12.261,84.604,66.612,12.782,2.188,4.399,6.5,-1.089,199.801,45415.511,19.864,19.935,133.103,2.577
Nicaragua,-1.155,51.395,,51.131,64.037,,,5.997,5.93,,137.638,22952.632,19.115,30.954,156.565,8.792
Niger,-1.433,542.255,,586.997,841.037,78.045,,15.618,,,2045.35,130960.346,21.54,43.883,105.319,-16.588
Nigeria,12.554,11295.945,,11059.424,6484.88,5754.803,,160.342,6,,58180.353,362850.874,19.184,16.187,125.97,-10.38
Norway,61.539,1569.13,-98.02,1200.82,806.384,-4534.628,2.543,4.973,3.28,-0.903,2959.417,595093.453,38.189,25.836,100.153,-0.774
Oman,8.946,12.734,,10.279,1.349,-7.769,,2.993,,,22.745,7599.803,32.349,19.136,142.195,3.682
Pakistan,0.214,2306.357,,3536.36,10881.712,9555.491,,172.57,5.55,,9120.336,52850.067,14.221,14.121,152.78,7.078
Palau,-0.018,0.089,,0.086,,,,0.018,,,0.175,9748.659,,23.298,110.526,8.725
Panama,-4.523,7.77,0.077,8.416,12.814,11.464,,3.724,4.481,,27.349,7344.275,30.338,43.495,93.25,11.965
Papua New Guinea,-3.04,9.28,,8.764,7.007,,,6.88,,,12.748,1853.038,16.123,25.928,479.348,-1.777
Paraguay,0.11,24473.139,2030.344,22426.377,13668.801,7512.995,,6.562,5.621,,23933.861,3647342.432,17.492,17.055,123.2,3.68
Peru,-3.179,102.443,5.585,92.969,108.184,33.601,,30.009,7.727,,407.05,13564.103,23.874,25.738,107.026,6.567
Philippines,5.646,1708.444,-4.632,1747.292,4020.388,,,94.82,7.025,,5910.203,62330.764,22.985,20.466,127.6,-1.831
Poland,-27.357,607.107,-85.959,683.102,851.692,372.238,,38.063,9.632,,1517.437,39866.744,17.267,22.444,161.738,7.861
Portugal,-14.711,75.106,-11.1,88.112,196.231,177.661,4.861,10.558,12.677,-2.098,176.167,16686.226,10.946,18.598,97.63,8.527
Puerto Rico,,,,,50.173,,1.027,3.679,15.9,,10.589,2878.489,,10.07,113.976,
Qatar,52.124,218.903,,174.061,219.847,-261.182,,1.708,,,669.977,392314.242,59.348,,,19.935
Republic of Congo,0.707,2894,,1774.4,2251.393,,,3.977,,,1428.938,359321.279,30.175,25.28,125.3,-1.272
Romania,-9.183,181.567,-19.656,205.277,191.423,,,20.199,7.159,,539.52,26710.121,22.908,27.858,106.637,11.886
Russia,97.274,20855.368,710.824,19994.645,6515,,,143,6.5,,44221.345,309240.177,27.874,23.086,994.445,6.891
Rwanda,-0.477,951.899,,1017.609,886.933,,,10.2,,,3846,377058.824,16.362,23.54,91.61,18.5
Samoa,-0.037,0.543,,0.636,0.868,,,0.187,,,1.696,9050.926,,,104,
San Marino,,0.27,,0.331,0.217,,,0.031,5.469,,1.391,44799.851,,21.106,123.267,
São Tomé and Príncipe,-0.065,1630.894,,2145.376,3206.296,,,0.183,13.496,,975.584,5325909.849,17.41,42.889,536.786,1.735
Saudi Arabia,158.582,1117.792,,837.5,135.5,-1052.484,,28.376,5.772,,2172.286,76552.686,50.468,26.782,120.4,8.208
Senegal,-1.159,1538.543,-454.835,1951.95,2759.98,,,13.331,,,5073.452,380583.038,17.57,25.623,102.276,12.033
Serbia,-3.995,1302.808,-167.987,1443.869,1588.225,1396.534,,7.237,23.6,,3110.196,429791.741,11.509,20.103,151.603,3.569
Seychelles,-0.23,5.014,,4.582,9.745,9.105,,0.087,4.13,,6.693,76544.492,12.845,35.407,91.063,5.456
Sierra Leone,-1.914,2170.759,,2751.942,5726.897,0,,5.865,,,7324.841,1248802.785,-17,42.078,1555.45,25.45
Singapore,60.561,81.32,27.114,51.526,354.023,,2.957,5.184,2.025,,342.372,66047.918,49.004,27.012,94.151,5.626
Slovak Republic,-4.866,25.64,-3.112,28.525,30.48,,2.208,5.392,13.692,-0.134,69.302,12851.709,20.067,25.031,96.79,12.008
Slovenia,0.094,14.982,-1.522,17.011,17.016,,0.946,2.05,8.208,-1.363,36.488,17797.286,21.904,21.72,117.191,6.894
Solomon Islands,-0.077,4,,3.4,1.472,-0.03,,0.538,,,4.184,7777.648,24.437,33.123,161.933,41.999
South Africa,-9.001,817.32,-108.327,934.219,1155.857,947.401,,51.553,24.8,,2836.286,55016.895,16.985,19.144,95.007,4.344
South Sudan,3.158,13.297,,10.916,0,0,,9.897,,,32.502,3284.024,23.526,5.489,135.443,
Spain,-47.359,387.353,-78.546,488.618,743.53,420.874,18.421,46.736,21.4,-3.042,1070.104,22896.656,18.728,21.908,101.391,7.402
Sri Lanka,-4.615,949.954,,1400.133,5133.365,,,20.541,4.1,,2867.893,139620.956,22.146,29.946,154.4,-11.017
St. Kitts and Nevis,-0.116,0.719,,0.683,2.981,,,0.053,,,1.444,27255.321,13.063,28.962,110.549,6.284
St. Lucia,-0.243,0.915,,1.143,2.338,,,0.167,,,2.957,17667.881,9.347,28.16,110.61,-8.276
St. Vincent and the Grenadines,-0.199,0.499,,0.566,1.255,1.201,,0.11,,,1.39,12684.726,-5.293,24.067,106.1,-5.962
Sudan,-0.288,32.385,,32.217,126.506,,,32.661,12.033,,101.522,3108.335,18.646,19.074,181.944,-37.822
Suriname,0.251,3.853,-0.026,3.779,2.881,,,0.54,7.545,,9.573,17731.233,33.803,57.612,130.379,-7.801
Swaziland,-0.339,7.489,,8.854,5.14,2.37,,1.212,,,36.037,29729.804,-2.261,4.561,219.519,-9.299
Sweden,34.373,1839.48,26.199,1842.366,1350.76,-511.002,4.626,9.483,7.767,-0.74,3795.238,400221.03,29.92,23.816,99.48,8.053
Switzerland,53.34,204.305,3.606,201.462,284.737,162.217,4.661,7.87,2.843,,617.205,78424.994,34.653,26.996,102.142,4.826
Syria,,,,,,,,,,,,,,,,
Taiwan Province of China,39.927,2306.173,-609.301,2882.165,5481.879,5212.66,10.709,23.225,4.39,,14312.2,616243.454,32.317,23.636,100,4.438
Tajikistan,-0.315,7.483,,8.127,10.654,,,7.801,2.492,,0.172,22.107,15.002,19.832,676.533,28.798
Tanzania,-3.633,8221.254,,10101.968,14690.383,,,43.88,,,34179.297,778919.604,21.647,33.24,228.58,8.441
Thailand,8.902,2400.384,2.785,2401.032,4448.295,,,67.638,0.658,,8296.548,122661.049,29.209,26.807,100.62,9.181
The Bahamas,-1.193,1.433,,1.801,3.555,,,0.348,15.889,,7.727,22179.925,12.409,27.526,97.523,-0.734
The Gambia,-0.11,5.619,-2.607,6.871,20.45,20.45,,1.776,,,20.704,11657.198,6.657,18.939,318.432,2.744
Timor-Leste,2.352,3.568,,1.105,,,,1.086,,,1.023,4220.69,,14.098,90.2,
Togo,-0.302,350.866,,422.003,873.973,,,6.566,,,1196.453,182214.466,15.442,23.474,109.762,16.225
Tonga,-0.067,0.212,,0.24,,,,0.103,,,0.778,7546.033,,34.321,105.5,17.122
Trinidad and Tobago,2.899,51.527,,51.625,48.686,13.239,,1.333,5.064,,91.524,68655.867,24.82,13.423,203.97,13.33
Tunisia,-3.385,16.798,-2.143,19.152,28.779,28.779,,10.674,18.889,,49.144,4604.213,15.704,23.094,105.69,-7.625
Turkey,-74.402,449.033,-34.241,456.911,507.947,406.373,,74.224,9.096,,115.175,1551.718,13.953,23.556,200.85,6.186
Turkmenistan,0.582,15.218,,12.18,8.372,,,5.107,,,33.575,6574.731,,,324.202,20.952
Tuvalu,-0.024,0.026,,0.03,0.017,,,0.011,,,0.034,3219.433,,,135.05,
Uganda,-2.104,7722.992,,9140.204,12590.59,,,35.1,,,46023.611,1311213.99,19.499,29.468,189.77,-8.347
Ukraine,-10.245,558.2,-40.571,594.1,479.38,448.627,,45.453,7.856,,1138.338,25044.122,16.158,22.437,33847133.15,6.162
United Arab Emirates,50.949,482.329,,401.43,224.656,-2571.872,,8.512,,,987.318,115985.853,37.071,22.407,245.833,19.922
United Kingdom,-43.928,586.088,-99.595,710.133,1324.182,1187.588,29.376,63.285,8.1,-2.007,1645.808,26006.289,14.448,16.139,94.7,5.846
United States,-460.355,4556.223,-1296.756,6044.225,15361.737,11782.441,139.885,312.072,8.933,-3.413,15020.575,48131.8,15.689,18.545,227.712,6.852
Uruguay,-1.315,261.929,-16.265,270.304,538.173,262.074,,3.369,6.333,,597.05,177239.943,18.141,20.882,108.6,6.759
Uzbekistan,2.612,31294.161,,25246.749,7076.249,,,29.1,,,997.768,34287.548,36.64,30.889,2534.238,-15.679
Vanuatu,-0.066,15.804,,17.315,14.676,,,0.245,,,57.842,235853.942,,27.497,137.9,
Venezuela,16.342,378.475,,535.834,594.075,,,29.072,8.315,,58.138,1999.784,28.236,23.072,260.9,4.665
Vietnam,0.233,719403,-35598.36,748897,1298685.159,,,87.84,4.513,,2292483.366,26098398.98,29.924,29.751,208.83,16.022
Yemen,-0.982,1772.542,,2087.875,3199.405,2962.459,,25.13,,,340.384,13545.091,2.5,5.501,359.323,-17.711
Zambia,1.093,20.233,,22.267,23.722,18.721,,14.344,,,102.675,7158.052,38.303,33.644,117.47,2.194
Zimbabwe,-3.374,2.921,,3.051,5.671,,,12.653,,,10.167,803.5,-8.395,22.393,59.146,
