Country,BCA,GGR,GGSB,GGX,GGXWDG,GGXWDN,LE,LP,LUR,NGAP_NPGDP,NGDP_R,NGDPRPC,NGSD_NGDP,NID_NGDP,PCPIE,TX_RPCH
India,-4.855,-4.855,,,,,,796.5,,,18821.78,23630.609,20.162,21.871,16.648,5.437
Indonesia,-2.4,-2.4,,,,,,169.149,2.55,,2109045.7,12468578.01,20.583,39.659,9.684,-5.9
Iraq,,,,,,,,,,,,,,,,
Ireland,-0.088,-0.088,,14.668,,,1.111,3.547,18.8,-2.222,54.139,15265.389,16.033,17.361,,13.879
Islamic Republic of Iran,-2.699,-2.699,,,,,,48.671,,,812126.107,16685978.03,20.093,16.297,,27.568
Israel,-1.406,-1.406,,,,,1.404,4.366,6.057,,320.09,73306.126,13.453,17.834,19.746,10.237
Italy,-2.92,-2.92,,,,,20.841,56.594,9.617,-1.96,1209.496,21371.269,19.469,22.43,51.776,4.114
Jamaica,-0.141,-0.141,,,,,,2.306,20.968,,588.412,255145.97,19.352,17.879,7.493,7.031
Japan,84.253,84.253,,113115.5,260448.4,74039.1,59.107,122.031,2.85,-1.949,356143.52,2918475.572,31.896,28.494,89.322,-0.103
Jordan,-1.024,-1.024,,0.968,,,,2.914,8.391,,3.786,1299.108,5.434,22.552,31.625,9.517
Kazakhstan,,,,,,,,,,,,,,,,
Kenya,-0.502,-0.502,,38.913,,,,20.011,,,1505.043,75210.678,16.011,26.813,16.364,0.9
Kiribati,0.006,0.006,,,,,,0.067,,,0.109,1621.299,,,,-14.257
Korea,8.828,8.828,,,,,16.354,41.622,3.108,-5.143,318971,7663576.371,39.131,33.09,37.154,21.78
Kosovo,,,,,,,,,,,,,,,,
Kuwait,4.395,4.395,,,,,,1.9,0.5,,14.31,7531.742,52.767,17.545,72.877,5.33
Kyrgyz Republic,,,,,,,,,,,,,,,,
Lao P.D.R.,-0.082,-0.082,,,,,,3.865,,,7649.024,1979048.856,,,2.164,-6.25
Latvia,,,,,,,,,,,,,,,,
Lebanon,-0.2,-0.2,,,,,,2.617,,,44102.669,16853943.06,-2.188,,5.368,4.217
Lesotho,-0.063,-0.063,,0.387,,,,1.475,,,4.122,2793.779,29.6,37.839,14.112,
Liberia,,,,,,,,,,,,,,,,
Libya,-1.043,-1.043,,,,,,3.834,,,24.973,6514.484,,15.855,61.349,
Lithuania,,,,,,,,,,,,,,,,
Luxembourg,,,,,,,0.181,0.371,1.669,0.194,14.755,39801.978,29.987,23.212,52.263,3.319
Macao SAR,,,,,,,,,,,,,,,,
Madagascar,-0.141,-0.141,,71.393,,,,10.563,,,3992.974,377997.621,4.358,10.105,15.632,11.067
Malawi,-0.061,-0.061,,,,,,8.647,,,422.976,48914.399,7.543,7.781,1.033,1.138
Malaysia,2.575,2.575,,,,,,16.681,8.207,,202.44,12136.222,29.257,24.829,51.111,14.557
Maldives,0.02,0.02,,,,,,0.193,,,4.137,21389.882,37.306,,,-27.445
Mali,-0.214,-0.214,,,,,,7.614,,,1224.7,160848.641,7.662,16.703,,-3.749
Malta,,,,,,,0.117,0.343,8.2,11.447,,,45.723,27.01,51.785,14.347
Marshall Islands,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,
Mauritius,0.065,0.065,-0.713,,,,,1.04,5.963,,87.034,83659.791,29.267,25.628,36.224,26.344
Mexico,4.239,4.239,,,,,,80.571,3.883,,6646.835,82496.552,23.236,20.793,5.44,9.472
Micronesia,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,
Mongolia,,,,6.36,,,,,,,5012.283,,15.63,50.935,,
Montenegro,,,,,,,,,,,,,,,,
Morocco,-1.538,-1.538,,,,,,22.884,,,292.446,12779.498,25.171,23.658,54.584,4.043
Mozambique,-0.389,-0.389,,0.159,,,,13.375,,,60.647,4534.479,13.616,30.044,1.939,7.499
Myanmar,,,,,,,,,,,,,,,,
Namibia,,,,,,,,,,,,,,,,
Nepal,-0.138,-0.138,,,,,,16.888,,,218.183,12919.652,15.391,19.737,11.821,
Netherlands,4.187,4.187,-4.39,122.054,161.805,,5.959,14.665,6.337,-3.765,353.97,24137.061,24.288,23.346,57.184,0.921
New Zealand,-1.479,-1.479,-1.724,26.362,34.944,48.062,1.624,3.32,4.225,-2.259,107.873,32491.324,19.113,23.349,71.379,-2.402
Nicaragua,-0.69,-0.69,,,,,,,14,,80.337,,10.551,,,
Niger,-0.177,-0.177,,,,,,6.852,,,1007.608,147055.692,7.619,11.653,52.21,4.914
Nigeria,-0.073,-0.073,,,,,,83.043,,,,,,,,
Norway,-4.353,-4.353,-12.458,298.19,239.558,-124.62,2.126,4.198,2.084,3.501,1702.49,405519.963,26.871,31.49,56.672,1.132
Oman,0.79,0.79,,,,,,1.922,,,8.436,4388.887,26.337,16.17,,3.779
Pakistan,-0.985,-0.985,,,,,,95.167,3.071,,3151.768,33118.359,16.738,18.965,18.204,12.383
Palau,,,,,,,,,,,,,,,,
Panama,0.545,0.545,,,,,,2.324,14.102,,8.572,3688.339,18.306,24.607,58.475,-8.424
Papua New Guinea,-0.215,-0.215,,0.869,,,,3.35,,,5.032,1502.166,12.691,24.457,83.871,
Paraguay,-0.49,-0.49,,769.195,,,,3.931,5.5,,11049.155,2811012.642,13.441,25.058,7.361,4.7
Peru,-1.795,-1.795,,,,,,20.415,4.8,,203.537,9970.017,20.658,20.642,,-3.664
Philippines,-0.444,-0.444,,,,,,56.877,11.062,,2311.308,40636.711,15.045,21.439,24.318,1.23
Poland,-0.379,-0.379,,,,,,37.75,,,688.63,18241.9,17.849,24.005,3.62,
Portugal,0.435,0.435,-2.381,15.233,,,4.495,10.043,7.126,-2.997,102.478,10203.416,28.749,30.004,34.268,10.135
Puerto Rico,,,,,,,0.88,3.417,16.8,,5.688,1664.591,,13.63,65.444,
Qatar,2.048,2.048,,,,,,0.377,,,94.836,251423.598,16.137,,,-11.234
Republic of Congo,-0.223,-0.223,,,,,,1.976,,,510.312,258219.571,22.808,32.112,79.914,19.047
Romania,2.044,2.044,,,,,,23.224,3.7,,465.182,20030.02,31.307,32.677,,-1.06
Russia,,,,,,,,,,,,,,,,
Rwanda,-0.135,-0.135,,,,,,5.89,,,1659.613,281791.104,7.879,16.284,9.753,-0.988
Samoa,0.011,0.011,,,,,,,,,0.919,,,,34.069,
San Marino,,,,,,,,,,,,,,,,
São Tomé and Príncipe,-0.012,-0.012,,,,,,0.105,13.623,,483.397,4600707.981,,,1.473,0
Saudi Arabia,-9.76,-9.76,,,,,,13.118,,,850.228,64815.524,4.899,17.718,77.493,-11.068
Senegal,-0.306,-0.306,,,,,,6.918,,,2395.542,346253.035,8.598,14.665,52.862,-9.671
Serbia,,,,,,,,,,,,,,,,
Seychelles,-0.021,-0.021,,0.694,,,,0.068,,,2.678,39100.854,21.274,29.744,31.026,244.868
Sierra Leone,-0.03,-0.03,,,,,,3.819,,,2536.633,664143.217,0.102,4.983,7.723,14.74
Singapore,-0.109,-0.109,,,,,1.382,2.775,3.9,,68.395,24648.613,36.045,36.551,59.11,14.049
Slovak Republic,,,,,,,,,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,
Solomon Islands,,,,0.143,,,,0.287,,,1.903,6634.327,37.309,8.199,,-34.075
South Africa,5.105,5.105,,,,,,34.46,16.592,,1534.523,44530.557,23.548,17.784,15.1,4.649
South Sudan,,,,,,,,,,,,,,,,
Spain,-0.037,-0.037,-8.954,91.158,98.919,67.305,12.147,38.61,20.223,-1.394,568.564,14725.86,21.569,22.289,42.759,5.269
Sri Lanka,-0.496,-0.496,,,,,,15.784,,,804.285,50955.771,15.819,23.025,13.668,-0.952
St. Kitts and Nevis,-0.013,-0.013,,0.142,,,,0.041,,,0.642,15519.714,16.84,26.693,,6.532
St. Lucia,-0.013,-0.013,,0.209,,,,0.129,,,1.476,11487.065,15.376,19.849,54.581,2.709
St. Vincent and the Grenadines,-0.026,-0.026,,0.117,,,,0.103,,,0.64,6197.806,11.63,26.483,53.139,-16.349
Sudan,-1.601,-1.601,,,,,,23.152,18.525,,15.094,651.956,10.82,5.341,,-12.377
Suriname,-0.03,-0.03,,,,,,,,,4.573,,,,,-3.586
Swaziland,0.066,0.066,,0.301,,,,0.783,,,14.335,18316.015,15.771,14.916,29.647,34.989
Sweden,0.284,0.284,,664.474,,,4.419,8.414,2.867,2.89,2287.049,271812.032,24.116,23.958,54.316,18.392
Switzerland,7.294,7.294,4.07,81.088,89.773,91.181,3.515,6.523,0.798,,400.365,61377.449,33.245,29.464,70.62,-2.746
Syria,-0.298,-0.298,,,,,,11.511,,,507.753,44111.118,4.132,18.184,,17.6
Taiwan Province of China,18.003,18.003,-69.042,708.608,,,8.022,19.725,1.97,,3862.305,195807.505,40.783,23.702,63.732,20.216
Tajikistan,,,,,,,,,,,,,,,,
Tanzania,-0.407,-0.407,,,,,,22.532,,,10950.624,486003.216,18.037,26.678,7.67,155.1
Thailand,-0.366,-0.366,,,,,,53.87,,,2377.778,44139.193,26.281,28.009,42.21,21.108
The Bahamas,-0.055,-0.055,,,,,,0.241,11.5,,5.323,22100.861,12.684,15.499,51.983,1.382
The Gambia,-0.004,-0.004,,,,,,0.802,,,9.847,12282.61,12.116,5.082,76.964,
Timor-Leste,,,,,,,,,,,,,,,,
Togo,-0.061,-0.061,,,,,,3.373,,,697.695,206873.838,-0.585,17.64,42.845,0.108
Tonga,0.006,0.006,,,,,,0.094,,,0.582,6200.965,,,24.604,
Trinidad and Tobago,-0.225,-0.225,,,,,,1.195,22.243,,34.23,28638.62,14.638,19.095,17.011,-4.448
Tunisia,-0.098,-0.098,,,,,,7.64,,,18.44,2413.631,20.304,22.417,,13.37
Turkey,-0.806,-0.806,,,,,,51.37,8.131,,45.177,879.436,23.699,24.395,0.035,
Turkmenistan,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,
Uganda,-0.112,-0.112,,,,,,15.755,,,8986.425,570398.897,18.874,11.904,3.683,52.515
Ukraine,,,,,,,,,,,,,,,,
United Arab Emirates,3.719,3.719,,,,,,1.5,,,284.444,189629.389,29.037,24.507,,3.639
United Kingdom,-12.361,-12.361,-11.619,180.429,195.158,187.719,25.239,56.804,10.425,1.86,992.306,17468.946,21.52,23.176,46.895,6.451
United States,-160.661,-160.661,,,,,112.439,242.751,6.175,-0.316,8132.6,33501.853,19.551,23.548,115.783,10.892
Uruguay,-0.125,-0.125,,,,,,3.042,9.1,,301.06,98967.818,11.371,15.684,0.403,-8.467
Uzbekistan,,,,,,,,,,,,,,,,
Vanuatu,0.013,0.013,,,,,,0.141,,,28.354,201093.903,,,64.648,
Venezuela,-1.39,-1.39,,,,,,17.888,,,34.167,1910.009,25.496,25.184,0.245,-1.362
Vietnam,-1.388,-1.388,,,,,,62.3,,,451917.123,7253886.494,10.999,14.3,3.339,3.084
Yemen,,,,,,,,,,,,,,,,
Zambia,-0.104,-0.104,,,,,,7.317,,,41.97,5735.855,9.595,14.756,0.048,
Zimbabwe,,,,,,,,8.919,,,,,,,,
