Country,BCA,GGR,GGSB,GGX,GGXWDG,GGXWDN,LE,LP,LUR,NGAP_NPGDP,NGDP_R,NGDPRPC,NGSD_NGDP,NID_NGDP,PCPIE,TX_RPCH
Cabo Verde,-0.007,,,,,,,0.312,22.982,,30.305,97204.991,38.659,40.247,40.84,16.4
Cambodia,,,,,,,,,,,,,,,,
Cameroon,-0.169,,,,,,,9.848,,,6027.715,612077.043,24.219,23.812,76.81,6.795
Canada,-1.299,179.339,-31.81,216.02,280.133,133.993,11.302,25.577,11.375,-1.232,838.325,32776.848,20.672,21.037,61.3,18.632
Central African Republic,-0.033,,,,,,,2.526,,,511.737,202603.255,0.547,3.664,65.603,-4.887
Chad,0.009,,,,,,,4.87,,,990.973,203475.961,3.28,5.936,46.798,38.975
Chile,-2.111,,,,,,,11.917,17.515,,25173.56,2112483.329,2.322,15.803,9.701,2.193
China,,171.476,,170.968,,,,1043.57,1.9,,3344.276,3204.65,35.102,34.209,21.692,
Colombia,-2.088,614.1,,821.8,,,,31.004,8.986,,168793.612,5444203.555,12.164,20.157,2.79,10.614
Comoros,-0.033,14.542,,19.254,124.163,124.163,,0.383,,,87.445,228225.003,14.114,13.585,,-54.6
Costa Rica,-0.156,,,,,,,2.588,5.361,,6635.499,2564126.869,17.973,22.784,3.01,9.413
Côte d'Ivoire,-0.073,,,,,,,9.173,,,6617.74,721430.841,11.762,14.441,44.317,-1.8
Croatia,,,,,,,,,,,,,,,,
Cyprus,-0.222,,,,,,0.245,0.544,3.3,0.892,5.398,9926.157,28.031,45.232,43.611,0.473
Czech Republic,,,,,,,,,,,,,,,,
Democratic Republic of the Congo,0.036,,,,,,,32.693,,,8945.047,273605.04,6.442,,,
Denmark,-1.718,314.359,,341.567,,,2.481,5.112,7.925,0.393,1154.7,225874.538,19.634,20.603,67.3,3.298
Djibouti,,,,,,,,,,,,,,,,
Dominica,-0.018,,,,,,,0.073,,,0.587,8040.274,13.662,26.531,52.803,11.634
Dominican Republic,-0.197,,,,,,,6.202,,,526.737,84930.246,11.826,21.952,2.554,13.027
Ecuador,-0.263,,,,,,,8.971,,,26.13,2912.637,13.445,14.541,0.147,3.346
Egypt,-3.393,,,,,,,45.237,,,499.391,11039.431,10.224,26.775,15.151,1.527
El Salvador,-0.041,,,,,,,4.944,,,4.308,871.431,11.761,13.481,9.708,-4.808
Equatorial Guinea,,8.391,,30.38,49.586,,,0.294,,,49.634,168924.41,3.171,43.52,37.78,-18.051
Eritrea,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,
Ethiopia,-0.13,2.548,,3.169,,,,38.52,,,120.476,3127.635,8.091,18.744,42.718,10.343
Fiji,-0.068,,,,,,,0.698,,,3.049,4369.127,,20.664,,
Finland,-0.021,26.849,-0.384,25.421,8.121,-24.134,2.403,4.87,5.928,-1.449,105.203,21602.889,25.311,25.913,48.632,6.527
France,-0.756,344.684,-10.696,363.885,205.5,106.984,22.268,54.895,8.458,-2.188,1200.004,21860.045,21.009,21.151,54.733,6.791
FYR Macedonia,,,,,,,,,,,,,,,,
Gabon,0.635,,,,,,,0.816,,,2775.124,3400129.1,50.638,37.862,,7.224
Georgia,,,,,,,,,,,,,,,,
Germany,7.546,,,,,,33.649,76.643,8.058,-1.776,1605.338,20945.768,21.849,26.188,,8.856
Ghana,-0.203,0.002,,0.003,,,,12.296,,,6.396,520.17,3.434,5.73,0.458,3.709
Greece,-2.132,4.362,,5.629,6.001,,3.698,9.872,8.1,-2.097,136.885,13865.811,21.839,26.25,13.976,10.944
Grenada,0.004,,,,,,,0.098,,,0.806,8191.83,31.086,28.569,53.176,-1.265
Guatemala,-0.377,,,,,,,7.671,,,87.34,11386.086,8.273,11.573,5.937,-0.448
Guinea,-0.006,,,,,,,,,,3308.835,,9.164,13.448,,
Guinea-Bissau,-0.066,,,,,,,0.901,,,193.161,214354.873,6.304,24.542,0.282,48.4
Guyana,-0.116,,,,,,,0.735,,,174.771,237783.852,0.666,37.407,2.216,3.17
Haiti,-0.068,,,,,,,6.374,,,12.746,1999.817,18.301,,5.593,6.058
Honduras,-0.273,,,,,,,4.111,6.349,,62.589,15226.101,6.721,19.311,12.866,2.026
Hong Kong SAR,2.293,38.5,,36.087,,,2.505,5.469,3.876,,605.921,110787.602,31.642,24.418,39.2,19.1
Hungary,0.039,,,,,,,10.641,0.117,,17094.266,1606528.287,23.564,26.752,,6.635
Iceland,-0.13,33.538,3.199,31.584,29.721,5.174,0.117,0.238,1.254,,551.553,2313405.511,22.488,24.959,26.795,2.406
India,-2.416,,,,,,,747,,,16416.027,21975.94,18.006,19.126,12.96,4.13
Indonesia,-2.3,19313.5,,,,,,159.502,1.52,,1776867.7,11140083.19,17.822,34.822,7.78,15.2
Iraq,,,,,,,,,,,,,,,,
Ireland,-1.027,9.607,,11.684,,,,3.529,,0.707,51.023,14458.116,15.519,22.756,,16.246
Islamic Republic of Iran,-0.957,,,,,,,44.156,,,885229.9,20047925.66,33.045,24.577,,-18.869
Israel,-1.573,,,,,,1.359,4.157,5.893,,275.32,66233.676,14.334,20.657,4.983,13.912
Italy,-4.026,,,,,,20.483,56.565,7.833,-2.86,1108.477,19596.477,20.121,23.613,42.77,7.701
Jamaica,-0.245,,,,,,,2.235,25.512,,515.239,230508.956,16.616,16.807,5.073,-37.718
Japan,35.009,90592.6,,99280.8,204005.7,81270.1,57.66,120.05,2.708,-3.467,312859.557,2606073.489,30.27,27.672,87.448,15.32
Jordan,-0.271,,,,,,,2.599,5.361,,3.604,1386.687,10.509,29.91,37.043,5.681
Kazakhstan,,,,,,,,,,,,,,,,
Kenya,-0.127,20.784,,25.284,,,,18.095,,,1277.528,70602.154,14.21,22.433,12.997,0.9
Kiribati,0.01,,,,,,,0.063,,,0.13,2049.245,,,,54.387
Korea,-1.756,,,,,,14.429,40.406,3.85,-7.25,236652,5856859.32,30.43,32.248,33.543,8.204
Kosovo,,,,,,,,,,,,,,,,
Kuwait,7.004,,,,,,,1.6,0.5,,12.731,7956.801,53.301,21.024,71.369,9.826
Kyrgyz Republic,,,,,,,,,,,,,,,,
Lao P.D.R.,-0.057,,,,,,,3.557,,,6751.526,1898095.533,,,,8.079
Latvia,,,,,,,,,,,,,,,,
Lebanon,-1.159,,,,,,,2.521,,,32604.285,12931769.16,-13.636,,0.161,-26.079
Lesotho,-0.04,0.18,,0.152,,,,1.343,,,3.754,2794.214,49.3,36.847,9.583,0
Liberia,,,,,,,,,,,,,,,,
Libya,-1.468,,,,,,,3.558,,,32.828,9225.752,,26.942,53.666,
Lithuania,,,,,,,,,,,,,,,,
Luxembourg,,,,,,,0.175,0.366,1.748,,12.222,33401.231,16.468,21.718,50.578,
Macao SAR,,,,,,,,,,,,,,,,
Madagascar,-0.193,35.36,,62.794,,,,9.714,,,3826.483,393900.374,2.124,8.614,9.789,0
Malawi,-0.042,,,,,,,7.368,,,398.875,54139.571,7.612,6.23,0.603,32.775
Malaysia,-1.657,,,,,,,15.328,,,191.578,12498.214,28.712,35.856,49.675,12.141
Maldives,-0.004,,,,,,,0.175,,,3.075,17609.392,20.336,,,9.493
Mali,-0.119,,,,,,,7.281,,,1089.044,149568.375,-3.59,7.012,,21.856
Malta,,,,,,,0.107,0.329,12.5,13.43,,,48.042,29.472,50.403,3.884
Marshall Islands,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,
Mauritius,-0.051,,,,,,,1.011,17.623,,67.359,66613.148,16.225,21.189,32.518,2.529
Mexico,4.183,,,,,,,75.721,5.6,,6597.531,87129.234,22.681,20.761,0.623,5.837
Micronesia,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,
Mongolia,,4.68,,5.245,,,,,,,4186.085,,16.752,54.77,,
Montenegro,,,,,,,,,,,,,,,,
Morocco,-0.883,,,,,,,21.331,,,260.602,12217.034,20.135,28.373,46.654,17.383
Mozambique,-0.308,0.025,,0.045,,,,13.201,,,53.583,4059.084,9.81,18.509,0.359,-27.647
Myanmar,,,,,,,,,,,,,,,,
Namibia,,,,,,,,,,,,,,,,
Nepal,-0.238,,,,,,,15.78,,,193.291,12248.874,16.766,24.878,8.326,
Netherlands,6.38,102.217,-2.752,112.358,128.299,,5.536,14.424,8.09,-3.168,328.287,22759.775,24.529,21.313,56.715,8.1
New Zealand,-1.978,,,,,59.307,1.57,3.23,7.186,-1.947,102.196,31642.009,19.625,29.38,,7.389
Nicaragua,-0.597,,,,,,,,12,,85.218,,3.281,,,
Niger,0.001,,,,,,,6.224,,,878.767,141187.479,2.697,3.148,57.266,-4.655
Nigeria,0.123,,,,,,,76.299,,,,,,,,
Norway,3.28,246.293,-16.361,212.173,174.705,-58.804,1.97,4.146,3.147,-1.086,1523.539,367485.76,32.809,27.526,45.859,7.852
Oman,0.319,,,,,,,1.696,,,7.511,4428.902,26.941,25.724,,5.331
Pakistan,-1.12,82.14,,,,,,87.855,3.75,,2576.153,29322.769,14.895,17.951,15.821,-3.819
Palau,,,,,,,,,,,,,,,,
Panama,-0.202,,,,,,,2.176,12.216,,8.032,3691.192,10.733,18.857,57.475,-11.663
Papua New Guinea,-0.321,0.719,,0.791,,,,3.25,,,4.475,1376.884,9.211,29.132,74.13,
Paraguay,-0.317,283.039,,421.41,,,,3.585,7.3,,10194.269,2843387.312,16.495,22.932,3.474,25.2
Peru,-0.269,,,,,,,19.074,8.9,,165.069,8654.104,25.146,18.965,,3.995
Philippines,-1.294,,,,,,,52.864,,,2311.454,43724.364,15.974,27.095,21.573,3.889
Poland,-1.083,,,,,,,37.049,,,626.226,16902.566,21.669,27.44,0.77,
Portugal,-0.623,,,,,,4.28,9.984,10.503,-3.975,90.668,9080.933,22.847,27.247,24.42,14.34
Puerto Rico,,,,,,,0.773,3.317,20.7,,4.926,1485.137,,13.753,63.26,
Qatar,5.641,,,,,,,0.326,,,104.21,319444.918,41.48,,,23.363
Republic of Congo,0.21,,,,,,,1.804,,,476.061,263892.401,23.815,17.694,72.034,-9.904
Romania,1.725,,,,,,,22.868,,,451.125,19727.584,21.517,31.046,,14.269
Russia,,,,,,,,,,,,,,,,
Rwanda,-0.041,,,,,,,5.321,,,1511.419,284031.427,13.344,18.111,9.439,12.424
Samoa,-0.003,,,,,,,,,,0.824,,,,,
San Marino,,,,,,,,,,,,,,,,
São Tomé and Príncipe,-0.017,,,,,,,0.097,13.623,,483.835,4992552.038,,,1.033,0
Saudi Arabia,-18.401,,,,,,,11.33,,,862.727,76145.041,12.159,27.545,83.902,-13.595
Senegal,-0.272,,,,,,,6.322,,,2120.146,335343.021,9.316,19.384,47.943,-9.429
Serbia,,,,,,,,,,,,,,,,
Seychelles,-0.013,0.475,,0.54,,,,0.065,,,2.298,35508.682,7.124,15.907,29.478,-25.583
Sierra Leone,-0.023,,,,,,,3.585,,,2653.168,740173.308,5.592,6.972,0.943,6.591
Singapore,-0.354,,,,,,1.384,2.732,6.135,,61.365,22459.603,44.895,46.954,58.631,8.169
Slovak Republic,,,,,,,,,,,,,,,,
Slovenia,,,,,,,,,,,,,,,,
Solomon Islands,,0.048,,0.059,,,,0.263,,,1.816,6911.457,11.473,2.667,,9.884
South Africa,-1.873,,,,,,,32.21,13.718,,1521.11,47224.775,23.121,25.543,9.4,2.666
South Sudan,,,,,,,,,,,,,,,,
Spain,2.086,51.923,-10.861,61.207,59.926,,11.495,38.274,19.937,-4.321,508.013,13273.099,20.512,19.967,34.907,12.036
Sri Lanka,-0.054,,,,,,,15.324,,,724.309,47265.495,24.738,25.603,11.208,16.883
St. Kitts and Nevis,-0.002,0.05,,0.062,,,,0.042,,,0.512,12098.161,21.198,23.293,,20.185
St. Lucia,-0.023,,,,,,,0.123,,,1.094,8897.657,7.485,20.225,49.22,21.534
St. Vincent and the Grenadines,-0.004,0.092,,0.083,,,,0.101,,,0.578,5738.264,18.286,21.397,50.45,17.763
Sudan,-0.766,,,,,,,21.311,20.66,,12.978,608.982,63.588,2.652,,-6.117
Suriname,-0.118,,,,,,,,,,5.184,,,,,-7.057
Swaziland,-0.077,0.221,,0.21,,,,0.708,,,10.735,15157.763,6.863,24.073,19.811,-19.118
Sweden,0.725,518.105,,541.343,,,4.294,8.343,4.233,1.352,2103.945,252192.327,23.092,22.411,47.343,-1.081
Switzerland,4.241,72.172,1.494,72.008,84.842,86.371,3.288,6.428,1.138,,373.401,58089.795,30.915,26.915,67.184,16.263
Syria,-0.797,,,,,,,10.419,,,490.72,47096.309,11.867,24,,-4.2
Taiwan Province of China,6.98,515.913,-41.434,554.102,,,7.308,19.069,2.45,,2932.155,153763.971,35.709,24.409,61.731,18.156
Tajikistan,,,,,,,,,,,,,,,,
Tanzania,-0.359,,,,,,,20.852,,,9273.721,444740.131,7.968,24.662,3.241,0.7
Thailand,-2.109,,,,,,,50.58,,,1965.987,38868.854,19.238,25.017,38.64,12.056
The Bahamas,-0.048,,,,,,,0.23,,,4.806,20912.683,16.16,19.499,44.627,2.953
The Gambia,-0.013,,,,,,,0.711,,,9.028,12700.212,11.295,5.887,34.93,
Timor-Leste,,,,,,,,,,,,,,,,
Togo,0.026,,,,,,,3.055,,,668.044,218637.999,-0.886,16.164,40.607,5.389
Tonga,0.004,,,,,,,0.095,,,0.498,5265.112,,,16.752,
Trinidad and Tobago,-0.467,,,,,,,1.156,13.428,,38.677,33466.014,16.107,21.894,18.892,10.794
Tunisia,-1.051,,,,,,,6.97,,,16.596,2381.08,21.618,34.312,,2.7
Turkey,-1.439,,,,,,,48.071,7.407,,36.826,766.088,16.281,18.065,,
Turkmenistan,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,
Uganda,0.104,,,,,,,14.182,,,8824.529,622254.307,8.105,7.471,0.175,-12.378
Ukraine,,,,,,,,,,,,,,,,
United Arab Emirates,7.464,,,,,,,1.31,,,343.243,262017.654,40.707,29.552,,1.197
United Kingdom,-2.157,140.445,-6.686,152.389,159.526,158.661,24.285,56.409,11.75,-2.265,875.172,15514.758,21.309,21.776,41.266,6.743
United States,-94.342,,,,,,105.003,236.307,7.508,-0.995,7285.025,30828.614,21.892,25.077,105.783,8.169
Uruguay,-0.142,,,,,,,2.989,14,,252.512,84480.591,8.282,13.361,0.082,-1.636
Uzbekistan,,,,,,,,,,,,,,,,
Vanuatu,0.022,,,,,,,0.13,,,28.953,222715.8,,,50.394,
Venezuela,5.045,,,,,,,16.773,,,30.469,1816.494,27.582,18.112,0.142,-3.531
Vietnam,-0.98,,,,,,,58.57,,,403685.785,6892364.47,12.266,14.3,,10.149
Yemen,,,,,,,,,,,,,,,,
Zambia,-0.332,,,,,,,6.695,,,40.166,5999.754,7.016,18.971,0.015,
Zimbabwe,-0.171,,,,,,,8.099,,,,,,,,
