Country,BCA,GGR,GGSB,GGX,GGXWDG,GGXWDN,LE,LP,LUR,NGAP_NPGDP,NGDP_R,NGDPRPC,NGSD_NGDP,NID_NGDP,PCPIE,TX_RPCH
Cameroon,-1.396,2869.847,,3604.393,4364.483,4364.483,,22.544,,,11152.089,494682.804,17.325,21.739,241.2,16.603
Canada,-40.587,758.818,-10.633,768.713,1700.789,553.8,17.797,35.497,6.925,-0.39,1747.709,49236.022,21.975,24.251,125.633,5.299
Central African Republic,-0.095,132.7,,107.256,582.013,,,4.701,,,574.524,122203.971,4.663,10.175,176.652,-8.764
Chad,-1.242,1230.115,,1519.186,2524.307,,,11.284,,,5471.315,484876.104,21.605,30.511,133.9,5.628
Chile,-3.317,33128.596,-2164.247,35342.752,22221.783,-6463.91,,17.819,6.392,,116123.396,6516810.376,20.871,22.178,106.288,1.052
China,219.678,18157.993,-311.396,18745.463,26345.363,,,1367.82,4.09,,55388.796,40494.214,47.96,45.854,111.011,4.798
Colombia,-19.567,209423.234,-23414.973,222718.843,334836.467,255496.139,,47.662,9.117,,515489,10815513.41,20.774,25.952,118.15,-1.689
Comoros,-0.074,60.45,,61.79,56.356,56.356,,0.776,,,146.577,188853.261,12.449,18.614,169.965,10.302
Costa Rica,-2.34,3625.191,,5229.612,10483.784,,,4.775,8.201,,24487.035,5128529.836,14.859,19.576,99.92,3.096
Côte d'Ivoire,-0.236,3481.109,,3866.069,6102.196,,,23.11,,,14516.636,628153.852,16.062,16.762,146.239,0.866
Croatia,0.38,139.868,-14.299,158.262,279.574,,,4.238,17.1,,315.417,74425.908,18.858,18.193,107.2,7.316
Cyprus,-1.052,7.013,,7.053,18.819,,0.363,0.847,16.133,-3.4,14.939,17637.308,8.599,13.148,100.12,-0.473
Czech Republic,0.366,1730.061,-37.391,1813.017,1821,,4.974,10.512,6.108,,4052.62,385507.846,25.429,25.25,122.9,8.852
Democratic Republic of the Congo,-3.449,4846.759,,4404.214,5582.561,,,79.301,,,10065.141,126923.548,7.046,15.738,1274.951,-5.702
Denmark,26.712,1115.729,-36.252,1087.236,866.844,94.254,2.716,5.627,6.533,-1.195,1836.5,326359.215,27.617,19.9,130.9,3.05
Djibouti,-0.407,87.325,,121.624,126.394,115.823,,0.939,,,120.006,127761.633,18.505,44.122,166.101,2.207
Dominica,-0.068,0.389,,0.45,1.119,,,0.071,,,1.232,17411.08,1.734,14.894,102.403,4.657
Dominican Republic,-2.026,419.491,-86.134,504.039,957.998,957.998,,9.883,6.4,,1947.383,197034.001,18.373,21.535,118.15,9.074
Ecuador,-0.567,39.016,-9.544,44.411,31.47,,,16.027,3.8,,69.766,4352.918,28.077,28.639,100.64,6.869
Egypt,-2.356,498.948,-267.068,770.552,1807.295,1635.339,,86.7,13.365,,1728.7,19938.87,13.044,13.35,285.59,-11.81
El Salvador,-1.194,4.52,,5.363,14.302,,,6.352,5.537,,9.814,1545.154,8.835,13.579,109.5,-0.481
Equatorial Guinea,-1.493,2585.363,,3102.12,921.619,,,0.778,,,5445.258,6998497.504,25.286,47.156,205.934,7.086
Eritrea,0.023,9.021,,17.972,78.801,,,6.502,,,20.433,3142.73,4.014,7.894,695.998,19.881
Estonia,0.272,7.732,0.234,7.583,2.072,-0.262,0.625,1.316,7.351,-0.662,17.408,13229.803,27.523,27.965,99.18,1.711
Ethiopia,-4.407,158.078,,185.472,431.611,383.309,,88.347,,,627.065,7097.767,26.658,34.483,607.031,4.244
Fiji,-0.326,2.358,,2.723,4.083,3.697,,0.885,8.75,,6.418,7247.9,,17.594,123.6,
Finland,-2.566,112.72,-2.351,119.517,121.713,-102.736,2.448,5.451,8.7,-3.325,186.427,34198.82,19.812,21.251,100.23,-0.888
France,-26.237,1142.619,-51.599,1226.746,2037.8,1873.37,24.78,63.982,10.292,-2.5,2060.872,32210.145,21.231,22.157,99.85,2.351
FYR Macedonia,-0.091,145.201,,167.335,201.05,178.295,,2.069,28.025,,407.187,196780.006,29.65,,110.05,18.215
Gabon,1.467,2349.036,,2108.262,2890.699,,,1.829,,,5147.374,2814586.901,42.898,34.922,124.194,2.122
Georgia,-1.745,8.164,-0.37,8.699,10.348,,,3.73,12.353,,13.649,3659.808,19.241,29.807,261.912,2.087
Germany,282.884,1299.63,20.621,1290.699,2184.325,1511.809,39.763,81.198,5.008,-0.199,2734.26,33674.174,26.613,19.311,99.7,4.045
Ghana,-3.698,20.874,,34.892,78.252,74.954,,26.216,,,33.522,1278.675,15.208,24.784,136.445,3.401
Greece,-5.006,81.666,-4.554,88.666,316.757,313.039,3.536,10.927,26.5,-7.4,185.511,16977.625,10.104,12.225,115.856,7.465
Grenada,-0.142,0.603,-0.102,0.718,2.482,,,0.106,,,2.023,19032.001,1.372,16.919,107.67,16.071
Guatemala,-1.23,52.224,,60.819,110.258,,,15.87,,,231.286,14574.223,11.452,13.542,118.06,6.149
Guinea,-1.718,10464.83,,12442.55,20146.429,,,12.044,,,8946.283,742799.978,-16.37,9.281,1257.443,5.093
Guinea-Bissau,-0.038,115.042,,122.836,301.759,,,1.738,,,403.937,232451.593,7.377,10.775,103.86,-13.549
Guyana,-0.388,167.919,-22.991,196.844,323.062,292.535,,0.764,,,373.576,488973.982,5.624,16.386,113.94,0.879
Haiti,-0.551,74.097,,99.032,103.027,,,10.572,,,15.432,1459.705,24.849,31.175,200.652,6.242
Honduras,-1.444,100.009,,117.491,189.898,,,8.264,4.1,,183.115,22158.009,14.44,22.06,280.126,1.882
Hong Kong SAR,3.787,478.668,63.183,396.183,1.5,,3.747,7.267,3.252,,2194.573,302012.386,25.145,23.845,123.4,0.883
Hungary,3.13,15243.13,-532.027,16055.295,24514.179,22846.423,,9.877,7.765,,23485.969,2377844.386,24.476,22.213,110.054,7.574
Iceland,0.627,906.987,-30.54,908.204,1653.19,1119.898,0.178,0.326,4.958,,1233.558,3787742.845,21.014,17.359,236.62,3.092
India,-26.72,24621.832,-8702.416,33396.977,82863.796,,,1275.921,,,105521.5,82702.244,32.679,34.093,119.8,4.399
Indonesia,-27.515,1739764.907,-225313.653,1966555.636,2609280,,,252.165,5.94,,8566271.2,33970923.78,31.479,34.568,119,0.664
Iraq,-1.732,104385.703,,118957.414,101447.854,,,34.278,,,169602.659,4947804.961,25.555,,147.2,
Ireland,9.08,64.975,-3.339,72.304,203.187,166.06,1.914,4.61,11.263,-4.004,188.778,40953.185,23.935,20.321,99.767,12.093
Islamic Republic of Iran,15.891,1606799.9,,1735115.2,1724043.092,-236612.908,,78.47,10.6,,2075699,26452059.74,34.454,30.639,216.8,15.716
Israel,11.538,405.373,-38.484,443.42,733.8,693.389,3.554,8.212,5.95,,1002.45,122070.368,23.708,19.933,100.065,1.539
Italy,40.901,776.752,-17.37,825.534,2136.015,1814.764,22.279,60.783,12.642,-4.13,1535.57,25263.287,18.224,16.315,120,3.147
Jamaica,-0.98,411.716,,419.491,2120.925,,,2.799,14.2,,736.133,263006.447,12.951,19.478,412.539,14.043
Japan,24.404,163649.4,-28474.379,193628.2,1212863.3,614672.4,63.505,127.12,3.583,-1.562,526095.7,4138591.64,22.349,21.818,103.434,8.325
Jordan,-2.362,7.091,-1.053,7.851,22.652,20.556,,6.675,11.875,,11.148,1669.95,14.681,21.266,117.928,7.563
Kazakhstan,5.994,9419.884,532.306,8711.454,5751.545,-7604.316,,17.422,5.042,,17987.245,1032450.989,26.958,24.207,300.86,-2.57
Kenya,-6.339,1067.569,,1466.837,2519.058,2317.208,,43,,,3833.877,89159.919,10.97,21.373,281.989,2.312
Kiribati,0.045,0.239,,0.197,0.017,,,0.112,,,0.163,1464.495,,,122.967,0.499
Korea,84.373,315003.15,9066.925,308797,521548.8,490082.062,25.6,50.424,3.542,-0.9,1426540.3,28290924.42,35.144,29.161,108.82,2.781
Kosovo,-0.582,1.334,,1.476,0.931,,,,,,5.568,,,,100,12.535
Kuwait,53.802,33.502,,20.496,3.465,,,3.999,2.072,,39.815,9957.483,46.887,15.495,173.818,-7.985
Kyrgyz Republic,-1.245,142.809,,155.189,210.694,,,5.895,7.562,,37.835,6418.122,10,26.683,294.115,-12.608
Lao P.D.R.,-2.71,21541.93,,25738.599,58434.147,,,6.898,,,42590.2,6173967.454,,,158.368,7.034
Latvia,-0.62,8.536,-0.364,8.935,9.09,8.392,0.885,2.001,10.843,,20.876,10430.534,21.502,23.481,98.89,3.112
Lebanon,-13.419,16397.867,-9862.348,20905.324,100345,94268,,4.51,,,62138.811,13777087.49,-2.994,,113.974,-11.504
Lesotho,-0.176,14.575,,14.428,11.922,-0.612,,1.927,,,12.562,6518.059,24.777,33.035,125.621,13.227
Liberia,-0.635,0.611,,0.646,0.671,0.559,,4.187,,,0.896,214.1,,,362.936,-2.046
Libya,-12.362,21.395,,44.178,20.563,-56.435,,6.259,,,24.244,3873.419,,29.201,167.927,-67.755
Lithuania,1.734,12.2,-0.3,12.443,15.471,14.416,1.319,2.932,10.695,,32.925,11228.114,21.908,18.33,139.46,3.045
Luxembourg,3.581,21.425,0.737,20.723,11.21,,0.396,0.55,7.141,-0.16,43.651,79409.314,24.84,19.329,99.32,6.802
Macao SAR,21.082,161.861,,67.078,0,,0.388,0.636,1.7,,408.33,641826.47,,19.683,132.103,
Madagascar,-0.034,3203.707,,3796.9,8931.182,,,23.572,,,7481.601,317397.416,15.265,15.58,354.658,3.048
Malawi,-0.494,560.172,,668.746,2249.945,,,17.604,,,1244.158,70676.489,4.008,12.013,174.541,4.962
Malaysia,14.457,263.276,-25.875,292.701,614.975,,,30.598,2.85,,1012.505,33090.561,29.29,25.014,111.8,5.648
Maldives,-0.125,15.048,,19.465,31.248,31.051,,0.342,,,26.044,76131.81,15.921,20,222.792,10.232
Mali,-0.664,1215.122,,1419.859,2193.178,1671.635,,15.791,,,4191.377,265435.445,23.213,27.808,145.113,0.98
Malta,0.365,3.327,-0.186,3.496,5.422,,0.182,0.425,5.8,0.046,7.465,17548.85,21.823,18.426,97.38,0.051
Marshall Islands,-0.014,0.102,,0.101,0.06,,,0.054,,,0.156,2909.048,,,159.397,-2.917
Mauritania,-1.471,424.007,,479.104,1435.618,1431.328,,3.621,,,852.03,235277.281,21.896,49.644,163.804,-0.949
Mauritius,-0.713,79.674,-6.367,92.214,216.875,216.875,,1.259,7.8,,293.323,232994.447,18.444,23.041,197.054,12.362
Mexico,-24.846,4029.459,-820.55,4820.263,8541.526,7446.057,,125.386,4.75,,13769.334,109815.708,19.631,21.545,116.059,6.96
Micronesia,0.022,0.227,,0.191,0.083,,,0.104,,,0.231,2228.928,,,128.389,
Moldova,-0.294,42.456,,44.403,35.212,,,3.558,3.9,,11.466,3223.068,20.661,24.34,19053.626,0
Mongolia,-1.405,6175.469,,8631.668,,,,2.925,7.933,,15482.273,5292219.317,23.418,35.175,153.767,33.618
Montenegro,-0.699,1.505,,1.594,2.072,,,0.622,,,2.601,4182.383,4.554,19.759,259.118,-1.175
Morocco,-6.226,259.347,-58.406,305.056,586.065,581.428,,33.179,9.879,,863.122,26014.107,28.029,33.689,114.643,10.753
Mozambique,-5.797,169.108,,225.931,302.894,,,27.216,,,423.423,15557.713,11.806,46.197,194.035,1.911
Myanmar,-3.683,15962.999,,15953.495,19453.95,,,51.419,4,,53132.343,1033312.764,17.936,23.537,193.45,22.631
Namibia,-1.12,49.92,,55.518,35.259,33.184,,2.203,,,49.96,22678.13,25.281,34.198,109.754,-5.854
Nepal,0.908,399.157,,370.226,538.169,,,28.109,,,735.508,26166.371,33.291,28.694,95.011,
Netherlands,93.402,290.909,-2.691,306.532,452.056,218.41,8.213,16.864,7.434,-4.241,638.498,37861.599,28.744,18.097,99.04,3.985
New Zealand,-6.185,81.352,0.138,81.682,73.316,18.007,2.305,4.555,5.75,-1,215.172,47242.788,19.398,22.572,137.586,2.987
Nicaragua,-0.838,72.386,,76.054,90.326,,,6.198,6.785,,158.34,25546.368,19.606,26.705,187.831,7.368
Niger,-1.318,936.308,,1263.735,1341.797,145.207,,17.116,,,2578.025,150620.25,24.284,40.248,106.559,3.251
Nigeria,1.279,9484.182,,11360.106,9535.549,9011.487,,173.938,7.8,,67977.46,390815.031,16.023,15.8,164.44,-6.101
Norway,59.779,1681.084,-146.695,1414.712,881.285,-7696.956,2.638,5.156,3.53,-0.05,3139.152,608781.505,40.241,28.298,105.752,2.234
Oman,4.699,14.1,,14.593,1.535,-13.592,,3.717,,,25.927,6975.876,34.442,28.4,148.22,1.746
Pakistan,-3.13,3836.516,,5057.745,16262.501,14597.44,,183.57,6.24,,10211.456,55627.041,13.698,14.984,194.74,-4.645
Palau,-0.03,0.109,,0.1,,,,0.018,,,0.184,10374.731,,27.295,120.956,13.171
Panama,-4.794,10.055,-0.751,11.614,18.231,16.823,,3.928,4.823,,33.78,8600.34,37.294,47.046,102.2,5.249
Papua New Guinea,-0.703,11.365,,14.357,14.827,,,7.53,,,15.783,2096.109,26.37,20.178,554.782,48.556
Paraguay,-0.127,31371.269,-2060.915,32364.821,27895.16,19505.99,,6.892,6.048,,28228.04,4095597.224,15.786,16.199,138.5,1.048
Peru,-8.091,128.545,-1.201,130.128,119.124,20.555,,31.424,6,,467.404,14873.895,22.313,26.301,116.646,-0.968
Philippines,10.758,2440.552,79.241,2329.258,4602.5,,,100.149,6.8,,7164.016,71533.571,24.69,20.912,140.5,11.619
Poland,-11.125,667.698,-51.489,724.465,867.066,387.347,,38.018,8.988,,1612.658,42418.443,18.224,20.266,165.111,6.391
Portugal,0.28,77.231,-2.076,89.677,225.767,208.195,4.634,10.401,13.894,-4.655,168.674,16216.891,15.266,15.144,99.57,5.036
Puerto Rico,,19.917,,23.065,55.88,,0.986,3.535,13.9,,10.582,2993.532,,8.744,116.305,
Qatar,49.662,359.483,,221.153,242.26,-715.905,,2.235,,,764.097,341811.937,58.278,,,5.57
Republic of Congo,-1.281,2831.8,,3350.2,3178.336,,,4.274,,,1637.667,383149.09,32.729,42.178,138.126,3.902
Romania,-0.91,213.834,-3.233,226.327,270.338,,,19.947,6.802,,578.789,29015.902,24.784,25.24,114.627,8.58
Russia,59.461,26766.08,-168.301,27611.666,12723.245,,,146.3,5.2,,46703.671,319232.203,23.97,21.04,1256.416,-1.689
Rwanda,-0.909,1296.935,,1490.158,1559.93,,,11,,,4686,426000,14.628,26.147,100.723,8.557
Samoa,-0.062,0.71,,0.809,1.015,,,0.192,,,1.691,8814.717,,,108,
San Marino,,0.312,,0.301,0.265,,,0.031,8.739,,1.235,39303.399,,16.806,129.812,
São Tomé and Príncipe,-0.093,1618.37,,1960.33,4301.434,,,0.198,13.466,,1107.931,5598947.681,-1.797,25.698,675.729,10.399
Saudi Arabia,73.758,1044.4,,1140.539,44.3,-1516.406,,30.77,5.548,,2435.896,79163.66,38.297,28.513,131.541,1.995
Senegal,-1.373,1877.21,-377.226,2258.066,4113.47,,,14.54,,,5730.426,394127.111,16.127,25.063,102.553,5.14
Serbia,-2.632,1551.594,-219.918,1795.108,2814.377,2640.041,,7.132,20.123,,3099.964,434668.674,11.54,17.494,176.854,4.222
Seychelles,-0.3,6.413,,5.785,11.804,8.83,,0.091,2.983,,7.742,84737.431,15.433,37.662,100.158,-1.418
Sierra Leone,-0.911,3185.445,,4003.513,7933.464,0,,6.232,,,10655.586,1709689.066,-7.906,13.495,2077.5,3.989
Singapore,53.176,84.234,11.602,71.332,387.251,,3.227,5.47,1.95,,383.644,70139.481,46.284,28.926,99.841,4.276
Slovak Republic,0.133,29.364,-1.973,31.462,40.297,,2.223,5.416,13.217,-1.219,73.162,13508.397,21.074,20.942,100.38,3.633
Slovenia,3.464,15.494,-1.057,17.664,30.133,,0.93,2.061,9.733,-3.33,36.191,17559.247,26.755,19.767,121.308,5.8
Solomon Islands,-0.05,4.093,,3.948,1.133,-0.184,,0.575,,,4.6,8001.87,14.94,19.283,181.7,0.035
South Africa,-19.055,1070.806,-135.031,1214.323,1787.938,1533.025,,54.002,25.1,,3009.283,55725.399,14.911,20.353,111.975,2.61
South Sudan,0.29,11.585,,15.376,8.137,7.037,,11.384,,,20.58,1807.74,13.576,11.489,170.01,
Spain,13.601,401.722,-27.123,463.041,1033.737,666.318,17.344,46.455,24.45,-5.51,1038.569,22356.393,20.761,19.778,103.472,5.055
Sri Lanka,-2.018,1142.184,,1733.427,7390.899,,,20.964,4,,3380.719,161261.361,24.705,27.394,180.2,13.557
St. Kitts and Nevis,-0.065,0.966,,0.748,1.845,,,0.055,,,1.613,29359.236,21.377,28.99,111.051,8.138
St. Lucia,-0.094,0.969,,1.109,3.028,,,0.172,,,2.943,17129.402,12.029,18.729,119.52,4.736
St. Vincent and the Grenadines,-0.216,0.575,,0.633,1.588,1.514,,0.11,,,1.437,13075.34,-7.303,22.113,107.3,1.568
Sudan,-4.999,49.021,,54.775,313.792,,,37.289,19.8,,105.235,2822.113,10.53,17.253,468.628,-5.65
Suriname,-0.415,4.168,-1.337,5.527,5.014,,,0.559,6.945,,10.334,18493.973,24.481,70.15,142.284,-1.963
Swaziland,0.145,14.675,,15.271,6.683,1.263,,1.268,,,39.16,30890.374,12.456,9.166,263.475,5.919
Sweden,30.58,1960.156,-43.494,2025.981,1758.553,-754.323,4.772,9.747,7.933,-2.293,3918.199,401975.613,29.135,23.781,101.156,3.801
Switzerland,61.904,210.307,-0.479,211.375,293.332,157.714,4.887,8.14,3.164,,647.279,79518.268,32.247,23.419,101.465,-6.91
Syria,,,,,,,,,,,,,,,,
Taiwan Province of China,65.417,2508.805,-465.706,2948.297,6257.18,5954.381,11.079,23.434,3.96,,15515.257,662090.148,34.537,21.819,102.565,5.592
Tajikistan,-0.892,12.949,,12.959,12.926,,,8.302,,,0.212,25.588,6.073,15.724,801.792,-10.108
Tanzania,-4.583,11876.001,,14280.938,27997.69,,,46.744,,,41231.364,882066.542,21.658,30.997,283.246,6.63
Thailand,15.418,2788.732,-53.871,2899.415,5690.814,,,68.657,0.841,,9211.567,134168.899,27.886,24.073,106.65,0.044
The Bahamas,-1.898,1.451,,1.93,5.158,,,0.36,14.636,,7.981,22157.986,6.455,28.751,99.304,-2.086
The Gambia,-0.09,7.72,-4.723,11.158,34.772,34.772,,1.927,,,22.861,11861.614,14.29,25.195,377.071,-9.778
Timor-Leste,1.096,2.486,,1.359,,,,1.145,,,1.179,3055.063,,16.463,104.3,
Togo,-0.592,448.18,,568.41,1309.87,,,7.119,,,1407.738,197737.601,10.685,23.519,114.558,-5.979
Tonga,-0.037,0.235,,0.229,,,,0.104,,,0.781,7511.46,,,108.6,
Trinidad and Tobago,1.266,57.278,,64.226,71.048,27.163,,1.351,3.3,,93.841,69468.202,18.065,13.423,250.62,-3.768
Tunisia,-4.341,20.86,-3.496,23.587,40.493,40.493,,10.998,15.3,,53.49,4863.709,14.048,23.166,123.963,4.18
Turkey,-43.552,629.877,-26.55,651.585,585.977,430.557,,76.903,9.915,,126.128,1640.091,14.746,20.201,247.72,4.599
Turkmenistan,-3.092,21.904,,21.101,22.931,,,5.313,,,45.312,8527.727,,,378.956,5.121
Tuvalu,-0.01,0.051,,0.036,0.024,,,0.011,,,0.035,3250.148,,,141.648,
Uganda,-2.625,9780.234,,12256.29,22327.134,,,38.728,,,51565.005,1331465.727,16.842,26.381,218.612,-5.95
Ukraine,-5.332,639.684,-48.221,710.524,1115.714,1091.506,,42.759,9.275,,1066.001,24930.272,9.368,13.396,42388476.16,-10.496
United Arab Emirates,54.627,550.419,,477.31,230.052,-3275.124,,9.302,,,1154.845,124153.824,38.348,24.672,260.404,3.395
United Kingdom,-152.231,643.081,-90.035,745.284,1602.194,1449.191,30.726,64.597,6.2,-0.661,1749.712,27086.687,12.342,17.43,100.2,1.173
United States,-389.525,5453.938,-617.161,6172.841,18210.557,13986.901,146.306,319.13,6.167,-2.224,15961.65,50016.112,18.831,19.921,236.267,3.382
Uruguay,-2.494,383.645,-60.993,429.736,817.145,305.498,,3.404,6.625,,671.036,197120.655,17.059,21.399,137.13,-2.782
Uzbekistan,0.454,51003.399,,47838.461,11165.579,,,30.604,,,1260.393,41184.021,31.567,30.848,3399.074,-3.364
Vanuatu,0.004,18.566,,17.797,15.54,,,0.263,,,61.416,233912.103,,26.998,142.6,
Venezuela,3.598,930.424,,1464.239,1708.474,,,30.457,7.237,,59.81,1963.76,15.302,14.658,839.5,-4.658
Vietnam,9.33,862502,-230521.356,1104518,2187393.817,,,90.728,2.05,,2695795.691,29712940.78,31.851,26.833,240.879,14.945
Yemen,-0.715,2196.383,,2580.6,4525.994,4439.248,,27.46,,,364.651,13279.416,6.178,7.832,452.268,10.165
Zambia,0.581,31.564,,41.53,58.662,48.361,,15.721,,,121.953,7757.344,37.05,34.908,145.7,-3.403
Zimbabwe,-2.639,3.77,,3.99,7.251,,,13.261,,,12.197,919.774,-5.485,13.237,60.586,
