Country,BCA,GGR,GGSB,GGX,GGXWDG,GGXWDN,LE,LP,LUR,NGAP_NPGDP,NGDP_R,NGDPRPC,NGSD_NGDP,NID_NGDP,PCPIE,TX_RPCH
The Bahamas,-0.685,1.04,,1.215,2.168,,,0.325,10.17,,7.77,23910.801,16.386,25.279,83.563,9.398
The Gambia,-0.065,2.823,-1.267,3.87,24.256,24.256,,1.504,,,17.217,11450.129,11.639,21.984,246.814,8.9
Timor-Leste,0.262,0.214,,0.094,,,,0.97,,,0.63,2669.31,,5.081,58.7,
Togo,-0.204,187.973,,215.012,1023.627,,,5.408,,,976,180471.904,6.652,16.292,89.603,6.566
Tonga,-0.015,0.14,,0.125,,,,0.101,,,0.723,7131.908,,21.499,76.621,-4.598
Trinidad and Tobago,3.593,30.436,,26.56,35.522,23.431,,1.297,7.969,,75.786,58434.476,52.657,30.176,125.558,24.759
Tunisia,-0.299,8.976,-1.16,10.103,21.975,21.975,,10.029,12.819,,40.392,4027.53,20.752,21.679,85.639,5.013
Turkey,-20.98,209.991,-10.061,215.258,342.055,298.326,,68.435,9.488,,90.5,1322.419,15.644,19.99,122.65,13.104
Turkmenistan,0.875,3.657,,3.513,0.961,,,4.748,,,17.861,3761.859,,,230.83,3.422
Tuvalu,-0.003,0.02,,0.025,0.011,,,0.01,,,0.028,2919.625,,,117.53,
Uganda,0.039,3172.963,,3210.673,9443.256,,,28.7,,,28986.892,1009996.232,27.405,29.689,98.054,12.194
Ukraine,2.531,184.642,-9.032,194.672,78.147,61.277,,46.749,7.185,,1065.818,22798.628,25.341,22.507,16597597.69,-8.508
United Arab Emirates,31.485,238.744,,104.431,43.988,-1600.293,,4.106,,,835.75,203543.672,36.674,19.242,181.983,12.091
United Kingdom,-30.221,480.252,-59.8,527.217,551.972,497.209,28.85,60.235,4.825,1.531,1582.675,26275.006,17.181,18.431,78.8,8.065
United States,-745.434,4013.418,-492.659,4423.232,8496.697,6059.534,141.71,296.115,5.083,2.339,14234.25,48070.02,17.86,23.223,198.95,6.249
Uruguay,0.042,120.154,6.077,121.906,356.673,215.583,,3.306,12.142,,425.018,128570.497,17.942,17.699,70.06,12.706
Uzbekistan,1.1,4900.016,,4701.039,4489.286,,,26.313,,,612.204,23266.233,35.689,28,1256.68,-4.29
Vanuatu,-0.034,8.695,,7.894,11.337,,,0.214,,,44.819,209466.88,,24.121,114.7,
Venezuela,25.447,114.413,,101.961,138.462,,,26.48,12.242,,46.524,1756.939,40.492,23.004,69.816,3.77
Vietnam,-0.56,228288.32,-1276.935,239364,333989.946,,,82.392,5.31,,1588645.953,19281532.49,32.786,33.757,103.08,5.95
Yemen,0.633,1121.288,,1179.739,1405.346,1189.215,,20.975,,,315.466,15040.363,22.311,18.53,179.368,-2.029
Zambia,-0.232,7.467,,8.35,6.217,4.869,,12.044,,,64.044,5317.48,28.179,30.965,67.239,6.293
Zimbabwe,-0.626,0.942,,1.437,2.991,,,11.83,,,9.76,825.018,,,,
